reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHH7AhrExJ2fcSxfIw5myo1_8djO4brrUK_qDNFV4DyE1JVVnBHz7gd_PYZFPEzV-9zu5GEeFodGAK5sg,Amber Goodson,https://play-lh.googleusercontent.com/a-/AOh14GgelKKQQWMMlTyneRwe9fRp3KQJXxS1d5LUmm2a_g,"I'LL NEVER USE GOOGLE MAPS OR THE GPS BUILT INTO MY CAR, AND NEVER GET A TICKET AGAIN!!! Besides being MUCH more accurate than Google Maps or my GPS... having MY SPEED vs SPEED LIMIT on screen + an audible alert if I'm going 10mi over, AND audible alerts for hazards/police/traffic/more...I can drive more safely and 100% worryfree!!! BONUS= my friend's & I can track each other's progress/ETA's on group trips too!!! I COULDN'T LOVE THIS APP MORE!!!",5,10,4.45.1.0,2018-11-27 21:11:08,,
gp:AOqpTOE78xiLCNcMkgYoamfbj86slKW8CPCRl94EZ54REFTEDWpt20G5SBH8DnaPQYXVeUVq7VdDN75suyzh1w,chris karch,https://play-lh.googleusercontent.com/a/AATXAJyCNhma0U3weBp4ZLTcyF6KCtyVAlbLcwPuYA8U=mo,keeps searching for. network and when it isnt doing that it freezes up and you have to wait for it to completely restart. Was great ..now I wonder if they are trying to push people to Google maps instead!!!,2,2,4.45.1.0,2019-06-29 08:37:02,,
gp:AOqpTOFHjGqS4azc828zjDj3eN3ZgHB65N0LMvHxe90bAY0AbB157CXNr8aZlRpYy_9SVamqvI3tBTUcJi2kkw,SHARYN DALEY-ZACKERY,https://play-lh.googleusercontent.com/a-/AOh14GiUrfJLsdQHUjmn-iZTyeedvYE1lU82iHDSBnrPng,"Hi Fellow Wazers! I love ALL the different options Waze has. Been a Wazer for quite some time, over google maps & mapquest (which are both acceptable maps). I just havn't been misdirected on Waze so far like the other 2. S'times tho, now that I'm thinking about it, Waze's ""MPH"" has been off. I'm thinking maybe the actual posted speed limits change? Not sure if that's even possible, but really, it's fine... as long as I keep an eye on the posted signs. lOl Thanx Waze!",5,2,4.69.0.3,2021-01-11 21:45:03,,
gp:AOqpTOG0xHME9iAWu8Zjymin_VhInS0YWWGTeSZUR1criwrzrEIALyLWsj7SUQsBe5cvGG55_OeCtXIullMtmQ,Jonathan Untch,https://play-lh.googleusercontent.com/a-/AOh14GhcELDPQuyU7Q7RrmgFKXHmy8SjI-_9AP2ln6mD,"Edit for 7/1/2020: BRING BACK THE MOODS (and the cat mood too d:) Best naviagation app to use. Love the features. Seems like Google might start killing this off with the Google maps updates they've been pushing out. I honestly hope waze stays, I just prefer this UI and just about everything about this over gMaps. (just wish I could sync the directions with gear s3 smartwatch).",5,11,4.64.0.1,2020-07-01 04:32:39,,
gp:AOqpTOGpq74qISR25qyrMdG7OwpcZaKPfkJ6ApPgh9mdm8Adn51TXlr_pcbqB2iJFIaruD528KFSeRq1YImciA,Jill Libby,https://play-lh.googleusercontent.com/a-/AOh14Gj0FgU_vS4Ywk8jtg4ShljMYbfF7Al6ricVE-Wt,I love this whole concept and I feel happy every day that my carpoolers and I are keeping one or two more vehicles off the road and out of rush hour traffic. My criticism is that pickup and drop off spots are not always safe places to pull over. One time the app had me picking someone up on a highway entrance ramp.,4,60,4.57.2.0,2019-12-17 03:35:24,,
gp:AOqpTOFuf8ZKwbjarVwDizkLoLa9sQZXmV0hT6EkjbZ5qEupzV2Wkpgk38D6X5iOU1PoWokRS-KQU_2Hni8VXw,Rumblestrutter Smith,https://play-lh.googleusercontent.com/a/AATXAJxcxPGDPY7zBojiPtziFN7tUMAaBHTwOiXSq9k=mo,"Bring back the ability to add friends without Facebook. I have no interest in using Facebook, nor do most of my contacts.  Strangely enough, Waze has added 3 friends for me.  Many people I know use Waze and I can't add them as friends due to lack of Facebook.  I know I can share my ETA via SMS, but it is cumbersome.  Scout will allow me to add Buddies without Facebook and I think Waze needs to bring that back.",4,1,4.50.1.1,2019-04-29 03:42:23,,
gp:AOqpTOGZaQ5CtYla0B7jePXSfNe7L30oAuHj3QkSK8L0szWUBrYGodJ4owtUOZ1v68MtODLG0YlzL7YOSAZgYw,Dominic Bill,https://play-lh.googleusercontent.com/a/AATXAJyhN8bt27aZBqayHDILgVbSk4OjPKCCvLJJUKE=mo,"I like the app, and have been using for quite a few years now travelling all over the UK & Europe. It would be good to be able to plan by excluding a road, say like the M25 without excluding all motorways. Personally I'd like a paid version to remove the adverts which can be annoying and distracting.",4,4,4.64.1.0,2020-08-11 09:21:21,,
gp:AOqpTOFTqPySp-fuC4FNmeIcTyMMr01W80TW-MygWtsFMuDEKerF0iSw4qf52kDE6HTsPUYfsau0lpPLsjVLZw,J Tuijl,https://play-lh.googleusercontent.com/a-/AOh14GhwPM08tLlsr4IQCsDfRwzIrJ7eI9I3bauhcnMczA,"For me it was a battery killer and most of the ""road conditions"" were just annoying flagging up ""obstructions"" and speed cameras. All that work it was doing and use of data and battery for something not useful. It was impossible to turn off the notifications.",2,0,,2020-01-10 23:16:06,,
gp:AOqpTOGoqm8bsQlxRTYP5sAzzl7IV2MyS1Jh-xIpnWg8oege8ODkY00d_cE_WPxmCvMWVyKrp2er1gZ-KqHluA,Vadim Kotikov,https://play-lh.googleusercontent.com/a/AATXAJwjTawUaHUEyGo4Pd8lT8IlkZ2UYV_eHAw-ZXY=mo,"I'm using Waze in the landscape screen orientation. After the bar with My Waze and Carpool was fixed at the bottom of the screen, added to the search bar that I do not know if I can hide also, the map effective height has decreased by over 35%. This is terrible utilization of the screen space. I'd like to be able to hide the Carpool and My Waze bar and make the search bar floatable. Please let me use my entire screen for the map while driving.",2,36,4.67.0.4,2020-10-14 18:36:39,"Hi Vadim, thanks for your feedback. We're always looking to improve the Waze. The search bar cannot be hidden. We understand the inconvenience. You can submit a request to Waze's suggestion box for a hide option to be added: https://waze.uservoice.com/forums/59223-waze-suggestion-box For further assistance please contact us here: https://m.me/waze",2020-10-22 20:20:05
gp:AOqpTOF6Nuy7Xbr_pay-Uuag6x1lkn8eCAvgAx8twvllDbdgm_yTV_DXchniB-4d-UCQh50VxbYHt6Lw_pNQ-w,Jody Goulart,https://play-lh.googleusercontent.com/a-/AOh14Ggo5pYuKRL8TDQ6verAHeJ4MTpGvtLbBFUGI62k,This is a great app. The only thing I would like to to see is a truck route. As a professional driver this ap helps a lot. The only problem I have is that it sends cars on the Truck bypass. It says Truck Bypass for a reason. Cars don't belong there and just cause accidents.,4,3,4.55.2.0,2019-10-02 10:27:50,,
gp:AOqpTOGAo8G7johujZryCcbpALSgG8PryFpC4C_aLWzqgirCBHUihKnC64GBHE6ky5wUFGZ3vifMzd7M2xjXGw,Robbie Oberti,https://play-lh.googleusercontent.com/a-/AOh14GhtyBAEMvEm-A3cERkxt6thHfXp6FWCOAA_G0ri,Extremely disappointed with this app. It recommends sub optimal routes and has very poor point to point navigation. Often will not tell you to turn until you are just at or past turns. Has trouble connecting to GPS even with reliable connection. Would not recommend.,1,0,4.43.1.1,2018-10-15 17:45:40,,
gp:AOqpTOF4z3_OHuZ1UiPGOEGSsGLV3dp8FZHx1K0y-KNQXKpW7PEegDJC4CFMpRM24r1GUo8-IlWzRixTeQ6xmA,Mike Collier,https://play-lh.googleusercontent.com/a/AATXAJyqeOlUubcxD1IY4tsvyhPkPkPO85viF6A2QX8=mo,"Good, but could be even better I have used this app for a few years now and find it very reliable, both in terms of finding the optimum route and calculating the ETA. HOWEVER - as one of the many drivers of an electric car, it's time it was updated to show charging points and not just fossil fuels.",4,9,4.52.2.2,2019-06-27 12:42:44,,
gp:AOqpTOH0JK0EkCZorNwXBJb9Cysu5aAbZidXv8lm2S5_vIxpyDngM_XrXrWsJ-bZ0-ijT6Un35MXSJRhbJUihA,Norman Lim,https://play-lh.googleusercontent.com/a/AATXAJwWLEHMCG-mQ7GESqXEypC_tK_Ah0wpPWI4_iA=mo,"Interface much better than google map and more user friendly. However, becoming more unreliable with frequent lossing of network/gps signal, not able to locate determine destination correctly. Pop up can be annoying at times. Would have given high 4 to 5 star but only 3 to 3.5 star now due to the bugs. Developer pls fixed the problems.",3,9,4.68.2.0,2020-11-18 17:25:17,"Hi Norman, thank you for your feedback. We're always looking to improve the Waze experience. We'd like to help with this GPS issue you're having. Please give these troubleshooting steps a try from our Help Center: https://support.google.com/waze/answer/9909051 For further assistance please contact us here: https://m.me/waze",2020-11-24 20:10:57
gp:AOqpTOE0k5pPfg05Zg_wDOr7ppYC_ENLTg7WKrQF04wP2MGKHpMC3gXaoXfniLGSs9FKbhrVSMpzDEuTAyJstg,Lea Renee Smith,https://play-lh.googleusercontent.com/a/AATXAJxsCxJWYa9TnwI68c_gOvLogCd32k_rASqUcgE=mo,"Has been RLY BUGGY lately, redirecting/altering/wrong destination/wrong turn-calling en route... really WEIRD. WHEN BEHAVING NORMALLY... Overall..great app. Quicker, better, simpler, more intuitive, smaller...than Google Maps. Better nav, better user functions, user friendly, Nice UI, Uses less batt in general, has dark theme AND has FUNCTIONAL batt saver mode prompted at <%10, easy crowd-sourced/updated interactive & intuitive system searchable, saveable, customizable, plan mult stops & more",4,5,4.68.2.0,2020-11-21 06:32:34,,
gp:AOqpTOFkiYC6t2IjDg302BpgxkdfXDDEob7ITK0Q0tz6oCK2F5fbX39Sc9FHqUl-rg3eRPy4wqoTRVMHDFFQ2w,Carl Villella,https://play-lh.googleusercontent.com/a-/AOh14GiqexgoOC3hRsoH0qj66ixK7oE2OP-SbaiwKO0,Great app with lots of info,5,0,4.74.0.3,2021-06-03 21:23:53,,
gp:AOqpTOGISa9pGHNCqklPpfwVc0r4hIHtYMcfurH29zhxQ9ndp5hNTgFNb5KeLqeWCpKDwhEvx83kKVT0fOE3Mw,Josh M,https://play-lh.googleusercontent.com/a/AATXAJywNt_yBQIVs0IHkLc3wxKxcI-bQRNFlprLbCk=mo,So unbelievably inaccurate. I used to use this app for my commute everyday and they are constantly wrong. My arrival times change by 50% some days. Idk what has changed but it can't be relied on and its costed me hours of my life. Thanks for nothing.,2,0,4.44.0.4,2018-11-27 23:26:49,,
gp:AOqpTOH3BhSlAsxP0vO4YMGJfDoxqv1Yb17F-qYTB245tUU0q3_Aem_v9clyFYnvlSF8PhyNP3abyYkqD8yhUA,Trish Huber Morris,https://play-lh.googleusercontent.com/a/AATXAJwT9osxq2OMI1cvng6O4ZrLRBeQrIXBZAt60MQa=mo,I use this app as a second choice. It's a bit too basic as I prefer more detail on the screen when I'm driving. It's a good backup when I get frustrated that Google maps takes me off a more simple route too early and causes back-roads driving. I use Waze to compare routes and adjust Google maps.,3,0,4.65.0.2,2020-09-10 10:35:36,"Hi Trish, thank you for your feedback. We're always looking to improve the Waze experience. Feel free to submit any ideas you have for updating the look of the app to Waze’s suggestion box: to the Waze suggestion box: https://waze.uservoice.com/forums/59223-waze-suggestion-box Thanks. For further assistance please contact us here: https://m.me/waze",2020-09-17 18:44:14
gp:AOqpTOEJJLSubf_pWSjo3UuMSzKT2bQPAXfxWq75EQ557q2-K26CqQSxw2MOy-HRB46hIrt5OVD9ct5Lx3QEpQ,pablo lorrio mardel,https://play-lh.googleusercontent.com/a-/AOh14GgVq1cVTlmaCRWajKOG-96-uivoqQIxKzvWUm-kKg,Hate the new update as it's no longer full screen,1,0,4.73.0.3,2021-04-23 18:35:30,"Thanks for your feedback, Pablo! We're always looking for ways to improve our product. If you'd like to share more about your Waze experience or have feature requests you'd like to submit to us, feel free to reach out to us through a private message on Facebook.

For further assistance please contact us here: https://m.me/waze",2021-04-23 19:03:00
gp:AOqpTOE2buVvQl3i0cyrZMnPn-pza2MFEKS6rPxz5JVBbTmMhji9oGZnjEO6d-GW3z-D85LUUxEBg8HTmdQiYQ,Brandon Burton,https://play-lh.googleusercontent.com/a-/AOh14GgBhPe8N6XIY8LisfM5mZc-kphpchcX7xF5pWRuWw,I enjoy the information that wazes provides me while I am driving. I am a professional truck driver and I constantly keep my app running while I am behind the wheel. Where I cannot go the routes that are given to me all of the time the information really helps out. If they should ever decide to make their own Truck driving app or ad trucking routes to this app I am all in!! Great App!!!,5,13,4.54.0.3,2019-08-30 14:50:48,,
gp:AOqpTOHUM_s0-gUuDzExFRAju_vdZf8fSoddlDBQBgRWOt8_NLIg_guhW-W_3ooNy9JrjkX-orlwCqLbDHl9tw,Wali,https://play-lh.googleusercontent.com/a-/AOh14GjlAWwKL-KCiqMfoLwNrW83nIvQxthQF32X6P1rrso,"Thank you for the quick response, I believe you deserve more stars, please change the annoying long speech at the beginning of each drive, i.e it always reads ( this route is 15 minutes shorter than the xxxxxxxx route. etc). Its very unnessecary. At least make it optional so the user could disable it. Ps* GPS problem still persist! Thanks",4,15,4.72.0.0,2021-03-19 20:59:10,"Hey, Wali! If you're having trouble with your GPS, we'd love to help you fix that. Take a look at this guide for more details on resolving this problem: https://support.google.com/waze/answer/9909051?hl=en Let us know how that goes.

For further assistance please contact us here: https://m.me/waze",2021-03-19 17:47:53
gp:AOqpTOH2Xk7XYHfGJJKNVzVdyq6FKi81NCyrzX9kPWRqa0egQtn26bwfVMxov3L88DW9giuesP9TkkhLwMZj0Q,Curtis Mimms,https://play-lh.googleusercontent.com/a/AATXAJxmxw0WuPJgvhVA2iwi_QY6iD_k324Wo1LtoHud=mo,Was is good. It needs to improve on determining which direction to go once a passenger is picked up if you are using the app for ride sharing. That first turn is critical because it gives a first impression to the passenger.,4,2,4.64.1.0,2020-08-11 14:31:11,,
gp:AOqpTOFQSy46x4Yd0ifCy1slyksltbz0TTchdcy_xygxjLDmriolz1qMF4Z5EO-2-UvwDYZPVxkSiypVWtLBHw,Lisa Watson,https://play-lh.googleusercontent.com/a-/AOh14Gizpdbx8JSGaoIPQRbJFMY_hWnApItB8ZyXmxJzvQ,"lately Waze has been unreliable, not able to find connection constantly. i like it better than Google because it used to be very accurate to when and where i was going but now i get no connection or just spins to get me started. i have to shut down too many times.",3,16,4.49.1.2,2019-03-29 22:00:57,,
gp:AOqpTOF6EqgwzkQjMfH5PFujnnxL0aE94A5V8jOZXpbYtrEh62bg9dyVAimX1_VH9KmfxWeF9ASyr5ExskVIpw,tyohardjodhinomo warsito,https://play-lh.googleusercontent.com/a-/AOh14GjjtCS4vTnlgZLSstFyul0FtzBLkJNtw2Y91PKIJg,"The wase application is very helpful in providing navigation to accompany a trip, besides that the wase application has complete features to provide directions, provides warnings as the fastest way guide with accurate time according to road conditions, but the wase application has not been able to detect dead ends or portals so that sometimes you have to go back and find another way, besides that you need to make sure that the road can be passed by vehicles that are long, wide and large.",5,24,4.69.0.3,2021-01-06 05:22:31,,
gp:AOqpTOFRJyGCN6b6MK8r83605njudDk8wysHFdnLTBnh1XoxaJJXZpz3jQB22SchqeXc3UOs3H4C9pkl3m6LoQ,B S,https://play-lh.googleusercontent.com/a/AATXAJy-hV23kHlJz5ttEgTvxNrnoGSldXV52urgSqLM=mo,"Fantastic. Love the fact it tells you if there's pot holes, level crossing, accidents. The only gripe I have is that it could be helpful to do what Google does and tell you which lane to be in at big roundabouts",5,1,4.64.1.0,2020-08-15 07:21:31,,
gp:AOqpTOF_KOLiUVKNHsn-I-Qi3H0oblE-iHjSCLZA7FmxVbrg5o23GazrDdww-1PYBYJhHSsmAfpwuzdKG1sbSA,Don Eisenberg,https://play-lh.googleusercontent.com/a/AATXAJzhgR-3bVKfPvv_HQrtB-TrchX9CmhAnI2fWSTf=mo,"I use Waze constantly, and usually with great results! Periodically the GPS lady has a senior moment and freaks out briefly but then recalibrates herself and continues the trip. Previous points don't seem to transfer to new phone but I don't really care anyway. Excellent app, thanks!",4,6,4.69.0.3,2021-01-05 16:49:00,,
gp:AOqpTOH5XGDbVoYOmEWMGghUyZVF5gnwOsad0S4-g01Qfs_qmWT1SO1eNm-MYBXYhxxMUjoG_6Inf4aJZAgUCw,Casey Ames,https://play-lh.googleusercontent.com/a/AATXAJyEfrESgvMC2aXzBRLDENQ9DuM3CzKFlPY26a8FNw=mo,"Great app, however, the app keeps closing at the same location of my drives. I use this going to multiple locations utilizing similar roads. when I get to the section of road when I need waze the most it shuts down. I dont mean freezes and I have to restart, I mean comes off the screen and it's like I never opened it.",4,5,4.52.5.5,2019-07-11 20:46:55,,
gp:AOqpTOEIviQEwNCzArNc-Pf_MsXmkpFtnaYOymgwe7_5K3cKmbQXqJUzzAQ4RY3KRPDzhcBksqpc03wi8xaBbA,Lee Woodside,https://play-lh.googleusercontent.com/a-/AOh14GiXNHzfZK0WYUa0lzdkSm_8l_DmuKUTyxgx2Nvt,Waze has been my go to GPS app when I got Android Auto. Now no longer works properly. Continuely cannot find GPS location and no longer functions. Not a head unit issue as Google Maps works fine. Waze appears to have issues since Android Version 11 has rolled out. Have used multiple phones and still the same issue. App has been installed and reinstalled multiple times. Please fix the issue!,1,3,4.71.0.2,2021-03-11 06:55:53,"Hey, Lee! We're sorry to hear that you're having trouble using Waze with Android Auto. We'd like to look into this further, would you mind submitting more information about this issue here: https://support.google.com/waze/answer/7451079?hl=en

For further assistance please contact us here: https://m.me/waze",2021-03-11 19:18:58
gp:AOqpTOG431YfFQ-RV8OrXb3sf4XySgwJTztHAuaS1b666PZvF2BiuLK136jWyBAWIH_ZO54-pAphocgOHYBU-Q,Rostam Zandi,https://play-lh.googleusercontent.com/a-/AOh14GgKqq7TfXPlI6czo-xfLpxnQS955ZUBmztcdoWlaw,This application is owned by Google. Yet for some reason it is not possible to log in with your Google account? The only option is to use Facebook? ??? refuses me to continue after finding my number? I certainly hope that Google Maps will absorb Waze! I think I might just stick with Google.,1,7,4.62.1.0,2020-05-15 16:18:55,"Hi Rostam, we’re disappointed to hear about the password issue you’re having. We'd like to hear more details about this to help. Please send us a private message on Facebook.
 
For further assistance please contact us here: https://m.me/waze",2020-05-15 12:14:39
gp:AOqpTOGqlpGnJyPhFyVfLoyeBvWInDB_PbyvM9kZ_yc9_87-q5q15QfCwdaChNDl94LiIpUQE2ZhWY94WHl-OA,Ian Campbell,https://play-lh.googleusercontent.com/a/AATXAJyqXm4YwknFlBNKX6UYVOczBQcT4men1GyUFLqx=mo,"I have used waze 5 times. All 5 had errors, with a couple trips having 4-8 errors such as turn left (there was nothing but a long building or turn on a one way in the opposite direction) The reason I rate a 2 is due to the inclusion of other wazers, posting of speed cams, police, and user posted obstacles.",2,0,,2019-06-22 02:23:01,,
gp:AOqpTOG79AoHeWBnWcs5z5qBh50BwCgemPC3g-mfo6eTAf5LmlsZvCJpmki8-OXZKxU-OF0E4gtVsmoYwudGwg,Amirul Fareez Azman,https://play-lh.googleusercontent.com/a/AATXAJxKxebW9kZHEBd0gYhq2KgPQVRkM7G_3f7rAQUK=mo,Padu gila baq hang. Buat la features avoid roadblock,1,0,4.73.0.3,2021-05-16 22:51:39,,
gp:AOqpTOHxj6twdIJmQCQ4rwFcgDf3ywJG5neQbYe6E6RSHzV_Nc9vgpkD8HYFOZSzTfAmKQ8x6AG0dK5fUE1GGA,Ionut X,https://play-lh.googleusercontent.com/a/AATXAJx62Lex5ZPAmyYDEEYS1VdYE4CeBibkl019LOt-=mo,"Worst app ever. The route calculation and time to destination are always off, if i take the route that i know rather than the one waze is providing i'm getting there with 10 or 20 minutes less than the app. So in a city like Bucharest this app is only good for uber and bolt and all that taxi so they can overcharge your ride taking longer and crowded routes.",1,5,4.59.0.4,2020-02-07 06:36:15,,
gp:AOqpTOGBwaCN6Kqart4uGpBGDtHIOP3iE9WY5CM031j-UYFK-N-T1qPyxWfNeauNBA2ry2AHmQholACgJdDP2g,wizkid2be,https://play-lh.googleusercontent.com/a/AATXAJyMFz_g16BoKmZR7B7WAfzVtfEVKsWMe3d0gEIZ=mo,My Google Maps failed and has never recovered so I use Waze it was recommended to me by a friend it's a great mobile web app and it takes you where you're supposed to go voice commands no hesitations always right there it's excellent that estimating arrival time that's always been right on for me and it's nice to hear from other wazers who let you know where there's police or a cars on the side of the road or accidents in that kind of thing they keep you up-to-date I recommend this app,5,5,4.59.0.4,2020-02-22 10:32:45,,
gp:AOqpTOHPVaNKFWpcghGNFvuFDlpsittccuwlJyjZsjqbwPyF4XL2IUNlZJRnxk2fWAdM_xOEDwtkYg69tMXeWA,Kaitlyn Schepisi,https://play-lh.googleusercontent.com/a-/AOh14GjiMBZR9Xs6oW0ehE1xMh06zYbUsv6e0P_AZnvDIA,Failed to communicate with the routing server. I want alternate routes. I also would like to have the best times to leave...i want that to work. Not just a circle going around and around. Uninstalling. This app is garbage. It also heats up my cell phone way too fast...which isn't good. Unless you want to buy me a new phone.,1,1,4.44.0.5,2018-11-10 01:03:13,,
gp:AOqpTOGjBIrCrjzilMSIR5ylWgz1gouQRF6g-N5haW-twO6XroapCEcCMIe2rR1mKBrdqb1GgW8PL4tf85INCw,Miguel Nunez,https://play-lh.googleusercontent.com/a-/AOh14GhZiJwMuK1YnQxk3rSbXgUtojIF9c1IAklJdM6gCoo,"I jump between Waze and Google Maps regularly. I like how Google Maps color codes the traffic on the roads, whereas Waze just puts an icon which can be difficult to see. I wish Waze would alloe the ETA and minutes remaining to be show at once and its still a bit buggy with Android Auto, refusing lock to GPS infrequently. But police and road conditions reporting is still invaluable.",4,26,4.49.1.2,2019-03-27 12:14:05,,
gp:AOqpTOF5Mmm0N39aYoTMTS_JRc1_ZuPJJfrGTtQkuGYDoQrSruLQ_sdMMonZ1bMJpEwc3bJzAbByd8lnzUjc9w,Sergio Torres,https://play-lh.googleusercontent.com/a/AATXAJze8iiJvMWD7ukumM44w01SPKtX_MNdGbwru0nl=mo,It is by far my favorite driving app!,5,0,4.73.0.3,2021-04-13 13:07:13,,
gp:AOqpTOFwt72BKg0D-SNmF4JteTOQpIhSvfxmPqrxdUr3zXL5QL9gJA2jZorHMaPE_ihCZZf8PgC1K0xf-prjoQ,Randy,https://play-lh.googleusercontent.com/a/AATXAJwFun28ofRi7uHcnUK3XKwxmJfo6P_Qth1q2kN2=mo,"Ever since the last update, it won't show speed, arrow is pointing in the wrong direction, it stays zoomed in close and icon doesn't move then it jumps. I guess because it was working, y'all decided to update it and break it. Very disappointing after seeing it work before.",1,5,4.71.0.2,2021-03-07 12:23:25,,
gp:AOqpTOE674V6-vJGO2w6TL0amNZvGzfGREzQnD1kScnqwCQNPwXb4Fr3R1az8r2eWa6wn1tysJ9pB6dNsI6-xw,Alireza Pirhashemi,https://play-lh.googleusercontent.com/a-/AOh14GjGYPq895B-SGROrJ0D034kpHzdxpyyut-U3vHx,"1. The software is very useful and its traffic estimation and geographical location are accurate. 2. Many drivers are supported due to the possibility of reporting and sending messages online. 3. Its battery consumption is high and usage on long paths may not be possible. 4. It seems that sometimes to measure the traffic of other streets, deliberately drives cars through that street to the destination. 5. This software is produced in Israel, so users in some countries should use proxy & VPN.",4,24,4.71.0.2,2021-03-10 11:40:43,,
gp:AOqpTOGlEA5EJQxS1pO88zyeddpYGqcKKtcK3qc57eZH5nanB9VDXJc4spbEEkEBtbNmp6NcMnfgvQeI2Syywg,Kathy Brown,https://play-lh.googleusercontent.com/a/AATXAJzCuwINTZOeMpnBcQiro_ElW34IdLYMwiU47QYN=mo,"Everytime I use this app it shows a shorter time than Google but as you go it gets roughly 10 minutes longer where Google only adjust 1-3 minutes and usually shorter. I'm done, this app is worthless. FYI, I live in the Bay area where traffic is terrible and there is no good route (only less bad routes), but Google gives much more realistic times.",1,30,4.53.0.3,2019-08-05 23:28:00,,
gp:AOqpTOHIfbRL9mIp15BLqtag9o2k-g0tXejTmef04vly06x2tUfq7iFgq_dyB_wJt-5xwm2N3_f_AOLshC3ZuA,James,https://play-lh.googleusercontent.com/a-/AOh14GhcmyJ4PrV-LB4c-LFr90vThFHCbjRujSIkeiUXvA,"When I first downloaded it, it was WAY better than Google Maps and that was bout 2-3montha ago! Use to take make EXACTLY to the destinations and gave me the best routes! Now...it works just like Google Maps! The only good its worth, when acknowledging me when they're cops nearby! (By the way...I do Doordash full-time)",2,5,4.71.0.2,2021-03-06 18:14:23,,
gp:AOqpTOHXlH-KtYGH-PfDqqkkmQuK0o_LgbnXJfv3-35kCWUsvcvLSRr1YU2nB6m9gGx7fL8tWI7wRKTxKXu1lw,Neferti,https://play-lh.googleusercontent.com/a-/AOh14GgtPtOk8s7Zs2MKlbkmk_d1-rA8OEjP6zPLxj5HEyU,"Somehow the app only works via Google Car on Ford Sync 3 when I have a widget running on my phone screen. Otherwise, the app does not update position. I suspect it can't run in the background without the widget (running on latest Xiaomi Android). Otherwise it's great.",4,1,4.67.0.4,2020-10-14 22:10:25,,
gp:AOqpTOG49mnONT_IbfSuq4BiqvDtmEafyevN2HEuAPKClIYnhChA05S6IZcR7cmSquLoeNCMcGhvGmX6tUc2Kg,Lady TH,https://play-lh.googleusercontent.com/a-/AOh14GjNEyEX68UkkJazQiLO_gFcb-_E6JuMyO_xEuWEjA,"This is honestly the most accurate, up to the minute driving app I have ever used. I am so appreciative to the developers for their intuitive thinking and progress in the field. They are leaps and bounds ahead of the competition...and to Never feel lost or scared to be a lead foot with my Thomas (UK male voice, NAVIGATION SYSTEM ,GOOD DIRECTIONS...)when my hubby is in the car it is regular OLD English (USA) Amy😑👵🤦🏽‍♀️! EVERY WOMAN SHOULD HAVE HERSELF A THOMAS 🙋🏽‍♀️🤳🏽💋💛❤️💋",5,1,4.43.0.3,2018-09-16 09:52:04,,
gp:AOqpTOEyDaG17DTJVsXih9uoHyh_4NMet2DqfO60qgYKr5N7rodeUJquwRxpIBiLoXlCGtcf7FXJ6DtlphETOA,Ng Xinyi,https://play-lh.googleusercontent.com/a/AATXAJy0LygoxFt-YOkZLNLpHqthwuiJi0U6RViEWfph=mo,"Used to be great but now totally rubbish!! Loaded with ads, that's ok since it's a free app. The biggest problem is it's often showing no data, no gps, couldn't find route even though my mobile data was perfectly fine. It has been unstable for months not just on Android but on iOS as well. What a shame!",1,0,4.53.5.0,2019-10-26 14:14:51,,
gp:AOqpTOEZp6eOvOtM0SokSCxl8PRyFXuBUqyubrKoUkIWmIhwvUyznvnvcHX-2FgziKGaUE6VjAw-q6ZrHjZ6aQ,christina newman,https://play-lh.googleusercontent.com/a-/AOh14GhJPR1WdHM-QgIgM8nL0aZh5-gKLqo6HMHwTwFFqA,Great app they do a wonderful job at pointing out hazards and construction work. They have so many voices to choose from cookie monster being one of them! GREAT for the kids and adults too! If you are looking for a traditional app this is perfect too because they have a default voice of someone doing directions in a normal voice!,5,29,4.52.5.5,2019-07-11 01:25:17,,
gp:AOqpTOGtyVL83mmnGaH4WpEVp416rYut1BsdWuWWkHhY8aAnPQ16iy0Aq5JdG0kYTPXTgk6TipzyYlWwVZzZyg,Noah Mascarin,https://play-lh.googleusercontent.com/a-/AOh14GhuqPP2xLfHqR8U27JJ3s2OmGh_uFuPTbV4cTL_jA,"I switched from iPhone to Android and the Waze graphics do not look as good on Android Auto compared to Apple CarPlay. Also waze crashes and reloads like every 5 minutes. There are fourms on this issue dating back to early this year, how had this not been fixed. You would think that Google, the company that makes Waze, would have the best interface and reliability on their own platform but it is clearly Apple instead.",1,2,4.57.1.0,2019-12-07 16:09:49,,
